question;relation
what type of genre is the beat?;http://dbpedia.org/ontology/genre
what is the place of death of earl rogers?;http://dbpedia.org/ontology/deathPlace
In what european country was vasily generalov born?;http://dbpedia.org/ontology/birthPlace
What kind of music does cassia eller make?;http://dbpedia.org/ontology/genre
which actor was born in mexico city;http://dbpedia.org/ontology/birthPlace
what is an example of a party game?;http://dbpedia.org/ontology/genre
what adopted daughter was born in  guatemala;http://dbpedia.org/ontology/birthPlace
what kind of music is on songs for wandering souls;http://dbpedia.org/ontology/genre
what kind of music is momento;http://dbpedia.org/ontology/genre
what is the nationality of bob hilton?;http://dbpedia.org/ontology/birthPlace
what is a pop music album?;http://dbpedia.org/ontology/genre
what was carlos alberto arroyo del rio's place of death;http://dbpedia.org/ontology/deathPlace
what genre is simone denny associated with;http://dbpedia.org/ontology/genre
whats a rock music album;http://dbpedia.org/ontology/genre
what time zone is josephville located in;http://dbpedia.org/ontology/timeZone
Name a band in the hardcore punk genre.;http://dbpedia.org/ontology/genre
Name a person born in newark;http://dbpedia.org/ontology/birthPlace
where did c. elmer anderson pass away;http://dbpedia.org/ontology/deathPlace
what kind of program is ryan and tatum: the o'neals;http://dbpedia.org/ontology/genre
Where was aurelijus skarbalius born?;http://dbpedia.org/ontology/birthPlace
who was born in india?;http://dbpedia.org/ontology/birthPlace
who is an artist known for punk rock music;http://dbpedia.org/ontology/genre
who was born in massillon;http://dbpedia.org/ontology/birthPlace
where was pierre rapsat born;http://dbpedia.org/ontology/birthPlace
what types of game is jade empire;http://dbpedia.org/ontology/genre
what is the genre of the artist sergio mendes;http://dbpedia.org/ontology/genre
name a japanese action film;http://dbpedia.org/ontology/genre
where is joshua angrist's birth place?;http://dbpedia.org/ontology/birthPlace
what type of music is the artist joanna james;http://dbpedia.org/ontology/genre
where was keiko matsui born;http://dbpedia.org/ontology/birthPlace
Where was carl theodore liebermann's place of death?;http://dbpedia.org/ontology/deathPlace
What was tyrone davis's place of birth?;http://dbpedia.org/ontology/birthPlace
la revancha del tango involves what kind of music?;http://dbpedia.org/ontology/genre
what time zone does decatur follow;http://dbpedia.org/ontology/timeZone
What genre of music is 5th projekt?;http://dbpedia.org/ontology/genre
WHat kind of music is dimanche a bamako;http://dbpedia.org/ontology/genre
Which country is robert da silva almeida originally from?;http://dbpedia.org/ontology/birthPlace
which genre does the artist tosin abasi perform in;http://dbpedia.org/ontology/genre
Where in europe is st benedicts church, haltham-on-bain;http://dbpedia.org/ontology/location
what oakland based rap group performs west coast hip hop;http://dbpedia.org/ontology/genre
where is zoltan Agh born;http://dbpedia.org/ontology/birthPlace
Who composed warrior's dance?;http://dbpedia.org/ontology/writer
What genre of music does dave douglas (trumpeter) play;http://dbpedia.org/ontology/genre
what type of music is the rock-afire explosion?;http://dbpedia.org/ontology/genre
which director and screenwriter was born i ngenoa;http://dbpedia.org/ontology/birthPlace
What broadcast journalist was born in guilford county, north carolina?;http://dbpedia.org/ontology/birthPlace
Name someone who was born in manhattan;http://dbpedia.org/ontology/birthPlace
which songs did tsunku compose?;http://dbpedia.org/ontology/writer
what kind of music is paul staveley o'duffy famous for;http://dbpedia.org/ontology/genre
What lyricist composed i'm a man;http://dbpedia.org/ontology/writer
which city is warren burton from;http://dbpedia.org/ontology/birthPlace
what was Suzi Quatro's sixth rock music album?;http://dbpedia.org/ontology/genre
What is the name of a tourist attraction in ,;http://dbpedia.org/ontology/location
Who is a well known electronic dance music artist;http://dbpedia.org/ontology/genre
what film is written by jonssonligan far guldfeber?;http://dbpedia.org/ontology/writer
Name a person born in singapore.;http://dbpedia.org/ontology/birthPlace
who was born in augusta county, virginia;http://dbpedia.org/ontology/birthPlace
what is a musician that plays folk music;http://dbpedia.org/ontology/genre
what is a country rock album by willie nelson;http://dbpedia.org/ontology/genre
what kind of artist is daniel mongrain?;http://dbpedia.org/ontology/genre
which artist creates classical music;http://dbpedia.org/ontology/genre
What is a album within the world music genre?;http://dbpedia.org/ontology/genre
Who's a violinist that plays alternative rock;http://dbpedia.org/ontology/genre
who wrote 10:30 p.m. summer;http://dbpedia.org/ontology/writer
what types of game is startopia;http://dbpedia.org/ontology/genre
what is the name of a school in syracuse, new york;http://dbpedia.org/ontology/location
where was the death place of bhadriraju krishnamurti;http://dbpedia.org/ontology/deathPlace
what is an example of an album in the gothic rock genre?;http://dbpedia.org/ontology/genre
what kind of album is payment of existence;http://dbpedia.org/ontology/genre
what is the place of birth of peter alexander;http://dbpedia.org/ontology/birthPlace
of which genre can no limits! be found under;http://dbpedia.org/ontology/genre
what is randal grichuk's place of birth;http://dbpedia.org/ontology/birthPlace
what kind of music does theonesareflawless produce;http://dbpedia.org/ontology/genre
What type of series is mysteryquest?;http://dbpedia.org/ontology/genre
what capital did inga gill die in;http://dbpedia.org/ontology/deathPlace
which country is angelica morrone di silvestri from;http://dbpedia.org/ontology/birthPlace
What's a documentary film about soccer;http://dbpedia.org/ontology/genre
where was lavr kornilov deceased in;http://dbpedia.org/ontology/deathPlace
where in the world is there a blackwall tunnel;http://dbpedia.org/ontology/location
Which child actress was born in philadelphia?;http://dbpedia.org/ontology/birthPlace
from which city is timmy thomas from;http://dbpedia.org/ontology/birthPlace
Name a progressive house artist;http://dbpedia.org/ontology/genre
what location was chiyako shimada born in;http://dbpedia.org/ontology/birthPlace
What would someone call the rascals;http://dbpedia.org/ontology/genre
Which genre is the artist ed hale from;http://dbpedia.org/ontology/genre
what genre is da storm;http://dbpedia.org/ontology/genre
who was born in sunbury-on-thames;http://dbpedia.org/ontology/birthPlace
what american military historian was born in the  united states;http://dbpedia.org/ontology/birthPlace
which city is martin dimitrov from;http://dbpedia.org/ontology/birthPlace
Where is the Space Flight Operations Facility located?;http://dbpedia.org/ontology/location
where did zequinha de abreu die;http://dbpedia.org/ontology/deathPlace
What type of music did joe elliott make;http://dbpedia.org/ontology/genre
Where did frank couzens die?;http://dbpedia.org/ontology/deathPlace
What 2005 film did rafael yglesias work on;http://dbpedia.org/ontology/writer
what music was composed by serge gainsbourg;http://dbpedia.org/ontology/writer
What is the name of a song written by nicki minaj?;http://dbpedia.org/ontology/writer
Tarek Elrich identifies with which nationality?;http://dbpedia.org/ontology/birthPlace
What film did bill finger write;http://dbpedia.org/ontology/writer
What is elena nathanael's place of death?;http://dbpedia.org/ontology/deathPlace
what is a worldbeat album?;http://dbpedia.org/ontology/genre
what kind of music does steve lieberman perform;http://dbpedia.org/ontology/genre
Who was born in Boston?;http://dbpedia.org/ontology/birthPlace
Which Polish boxer was born in lviv?;http://dbpedia.org/ontology/birthPlace
what city was marie hall ets born in;http://dbpedia.org/ontology/birthPlace
Where was john august born;http://dbpedia.org/ontology/birthPlace
what album is country;http://dbpedia.org/ontology/genre
where was alastair cook born;http://dbpedia.org/ontology/birthPlace
where did bernhard grzimek die;http://dbpedia.org/ontology/deathPlace
what city was lysette anthony born;http://dbpedia.org/ontology/birthPlace
what film did allan burns contribute to;http://dbpedia.org/ontology/writer
what type of music is adam & the amethysts known for;http://dbpedia.org/ontology/genre
what kind of music does robert conley make;http://dbpedia.org/ontology/genre
What's an animated black comedy show;http://dbpedia.org/ontology/genre
What is a location within the pacific time zone?;http://dbpedia.org/ontology/timeZone
Who is an individual that was born in paris;http://dbpedia.org/ontology/birthPlace
what country is sara ramirez from;http://dbpedia.org/ontology/birthPlace
progressive metal is the genre of what German heavy metal band?;http://dbpedia.org/ontology/genre
What is a commune is gard?;http://dbpedia.org/ontology/location
Where did garrick utley die?;http://dbpedia.org/ontology/deathPlace
what game genre is contra 4?;http://dbpedia.org/ontology/genre
which 1990s band composed the song the everlasting gaze?;http://dbpedia.org/ontology/writer
where did william vesey-fitzgerald pass away;http://dbpedia.org/ontology/deathPlace
where did jay miltner die?;http://dbpedia.org/ontology/deathPlace
Where was nora swinburne killed;http://dbpedia.org/ontology/deathPlace
what subgenre of rock music  does 52408105 play;http://dbpedia.org/ontology/genre
What is the name of a city thats located in atlantic standard time zone;http://dbpedia.org/ontology/timeZone
who is a football referee born in wellington;http://dbpedia.org/ontology/birthPlace
which actress was born in ponca city;http://dbpedia.org/ontology/birthPlace
what kind of music does dagmar krause play;http://dbpedia.org/ontology/genre
Which genre of music is the album back to the innocence?;http://dbpedia.org/ontology/genre
Which genre of music is off the album the lover in me;http://dbpedia.org/ontology/genre
who is the composer of paranoid;http://dbpedia.org/ontology/writer
what's a death metal band;http://dbpedia.org/ontology/genre
Where was Krzysxtof Aleksander Janczak born?;http://dbpedia.org/ontology/birthPlace
Name an album from the genre folk music;http://dbpedia.org/ontology/genre
what time zone is san patricio in?;http://dbpedia.org/ontology/timeZone
Which film did lindsay anderson write?;http://dbpedia.org/ontology/writer
where is maxwell perkins originally from;http://dbpedia.org/ontology/birthPlace
where is stanton heck from;http://dbpedia.org/ontology/birthPlace
who wrote decadence;http://dbpedia.org/ontology/writer
what is an episcopal bishop born in worcester, massachusetts;http://dbpedia.org/ontology/birthPlace
Name an album from the alternative rock genre;http://dbpedia.org/ontology/genre
what city and state was william perry born in;http://dbpedia.org/ontology/birthPlace
who is someone born in vincennes;http://dbpedia.org/ontology/birthPlace
